time,acceX,acceY,acceZ,gyroX,gyroY,gyroZ
0.05446219444274902,,0,0,0,0
0.0673370361328125,,0,0,0,0
0.08459115028381348,,0,0,0,0
0.08613300323486328,,0,0,0,0
0.08725619316101074,,0,0,0,0
0.08852815628051758,,0,0,0,0
0.08991813659667969,,0,0,0,0
0.09118509292602539,,0,0,0,0
0.09258699417114258,,0,0,0,0
0.09384512901306152,,0,0,0,0
0.09528613090515137,,0,0,0,0
0.09622907638549805,,0,0,0,0
0.09737801551818848,,0,0,0,0
0.09864616394042969,,0,0,0,0
0.09978008270263672,,0,0,0,0
0.10087108612060547,,0,0,0,0
0.10198020935058594,,0,0,0,0
0.10313105583190918,,0,0,0,0
0.10450506210327148,,0,0,0,0
0.10940408706665039,,0,0,0,0
0.11266016960144043,,0,0,0,0
0.11571407318115234,,0,0,0,0
0.11670112609863281,,0,0,0,0
0.11776900291442871,,0,0,0,0
0.11862921714782715,,0,0,0,0
0.11991119384765625,,0,0,0,0
0.12150716781616211,,0,0,0,0
0.12296915054321289,,0,0,0,0
0.12455415725708008,,0,0,0,0
0.12564516067504883,,0,0,0,0
0.12691211700439453,,0,0,0,0
0.12882399559020996,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.13032102584838867,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.13153314590454102,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.13264799118041992,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.13420319557189941,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.13528704643249512,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.1424551010131836,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.14551401138305664,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.14702105522155762,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.14870810508728027,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.15048503875732422,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.15168309211730957,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.15431809425354004,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.15585613250732422,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.15772414207458496,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.15954303741455078,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.1842491626739502,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.1914350986480713,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.1935272216796875,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.19517803192138672,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.19671320915222168,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.19895100593566895,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.20099115371704102,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.20540714263916016,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.208420991897583,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.21085500717163086,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.21393918991088867,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.2157900333404541,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.21776413917541504,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.2201831340789795,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.22190117835998535,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.22427010536193848,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.2260730266571045,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.2278001308441162,-5.80833322754, 0.0502782348633, 8.98783303223, -0.0770076570727, 0.0151883614296, -0.0110581929707
0.23088717460632324,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.23265504837036133,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.23427700996398926,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.23611116409301758,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.23885512351989746,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.24220705032348633,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.24484920501708984,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.2485661506652832,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.2506420612335205,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.25269508361816406,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.2554161548614502,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.25800299644470215,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.26164913177490234,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.26430511474609375,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.26644206047058105,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.2694211006164551,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.27210402488708496,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.27538204193115234,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.2777130603790283,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.28031015396118164,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.2833681106567383,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.28644418716430664,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.28891420364379883,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.2915201187133789,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.2930262088775635,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.294903039932251,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.2966790199279785,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.2994520664215088,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.30355310440063477,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.3054990768432617,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.30790019035339355,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.31171202659606934,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.31334614753723145,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.3183400630950928,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.3199729919433594,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.32158899307250977,-5.81551583252, -0.00478840332031, 8.9591026123, -0.0770076570727, 0.0190520674073, -0.00732771823356
0.33036112785339355,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.3316991329193115,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.33256101608276367,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.3336200714111328,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.3346571922302246,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.335604190826416,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.33658504486083984,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.33764100074768066,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.33856821060180664,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.339400053024292,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.34017300605773926,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.341076135635376,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.342008113861084,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.3428502082824707,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.34381604194641113,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.3449251651763916,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.34575915336608887,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.346649169921875,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.3473851680755615,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.34809207916259766,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.34879302978515625,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.3494911193847656,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.35021519660949707,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.3511960506439209,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
0.3519902229309082,-5.67425793457, -0.0263362182617, 8.96867941895, -0.0763415008697, 0.0161209801138, -0.00559571210563
