time,temperature,pressure,altitude,sealevel pressure
0.042507171630859375,0,0,0,0,0,0
0.04626321792602539,0,0,0,0,0,0
0.047775983810424805,0,0,0,0,0,0
0.049195051193237305,0,0,0,0,0,0
0.061120033264160156,0,0,0,0,0,0
0.06255221366882324,0,0,0,0,0,0
0.06839513778686523,0,0,0,0,0,0
0.07154011726379395,0,0,0,0,0,0
0.07259917259216309,0,0,0,0,0,0
0.0768899917602539,0,0,0,0,0,0
0.08132505416870117,0,0,0,0,0,0
0.08909201622009277,0,0,0,0,0,0
0.09163498878479004,0,0,0,0,0,0
0.09363102912902832,0,0,0,0,0,0
0.09494709968566895,0,0,0,0,0,0
0.09592914581298828,0,0,0,0,0,0
0.09676909446716309,0,0,0,0,0,0
0.09759902954101562,0,0,0,0,0,0
0.09858298301696777,0,0,0,0,0,0
0.09967708587646484,0,0,0,0,0,0
0.10048413276672363,0,0,0,0,0,0
0.10122203826904297,0,0,0,0,0,0
0.10197901725769043,0,0,0,0,0,0
0.10300517082214355,0,0,0,0,0,0
0.10484910011291504,0,0,0,0,0,0
0.10600519180297852,0,0,0,0,0,0
0.10786104202270508,0,0,0,0,0,0
0.11237120628356934,0,0,0,0,0,0
0.11413002014160156,0,0,0,0,0,0
0.1154170036315918,0,0,0,0,0,0
0.11654210090637207,0,0,0,0,0,0
0.1191110610961914,0,0,0,0,0,0
0.12017321586608887,0,0,0,0,0,0
0.12152099609375,0,0,0,0,0,0
0.12234902381896973,0,0,0,0,0,0
0.12302517890930176,0,0,0,0,0,0
0.12393498420715332,0,0,0,0,0,0
0.12475013732910156,0,0,0,0,0,0
0.12543201446533203,0,0,0,0,0,0
0.12610316276550293,0,0,0,0,0,0
0.1268022060394287,0,0,0,0,0,0
0.12757301330566406,0,0,0,0,0,0
0.12840008735656738,0,0,0,0,0,0
0.12940311431884766,0,0,0,0,0,0
0.13362908363342285,24.0, 98564, 232.699787738, 98567.0
0.13474512100219727,24.0, 98564, 232.699787738, 98567.0
0.13544702529907227,24.0, 98564, 232.699787738, 98567.0
0.13622403144836426,24.0, 98564, 232.699787738, 98567.0
0.13710999488830566,24.0, 98564, 232.699787738, 98567.0
0.13811206817626953,24.0, 98564, 232.699787738, 98567.0
0.14072513580322266,24.0, 98564, 232.699787738, 98567.0
0.1537160873413086,24.0, 98564, 232.699787738, 98567.0
0.1547870635986328,24.0, 98564, 232.699787738, 98567.0
0.15581917762756348,24.0, 98564, 232.699787738, 98567.0
0.157318115234375,24.0, 98564, 232.699787738, 98567.0
0.15804409980773926,24.0, 98564, 232.699787738, 98567.0
0.15874719619750977,24.0, 98564, 232.699787738, 98567.0
0.1594541072845459,24.0, 98564, 232.699787738, 98567.0
0.16023015975952148,24.0, 98564, 232.699787738, 98567.0
0.16098904609680176,24.0, 98564, 232.699787738, 98567.0
0.16189098358154297,24.0, 98564, 232.699787738, 98567.0
0.16260313987731934,24.0, 98564, 232.699787738, 98567.0
0.16329598426818848,24.0, 98564, 232.699787738, 98567.0
0.16469621658325195,24.0, 98564, 232.699787738, 98567.0
0.16565918922424316,24.0, 98564, 232.699787738, 98567.0
0.16636109352111816,24.0, 98564, 232.699787738, 98567.0
0.1671590805053711,24.0, 98564, 232.699787738, 98567.0
0.16799211502075195,24.0, 98564, 232.699787738, 98567.0
0.16888904571533203,24.0, 98564, 232.699787738, 98567.0
0.16984915733337402,24.0, 98564, 232.699787738, 98567.0
0.1710209846496582,24.0, 98564, 232.699787738, 98567.0
0.17412519454956055,24.0, 98564, 232.699787738, 98567.0
0.17586016654968262,24.0, 98564, 232.699787738, 98567.0
0.17746901512145996,24.0, 98564, 232.699787738, 98567.0
0.1791391372680664,24.0, 98564, 232.699787738, 98567.0
0.18030619621276855,24.0, 98564, 232.699787738, 98567.0
0.18118810653686523,24.0, 98564, 232.699787738, 98567.0
0.18190217018127441,24.0, 98564, 232.699787738, 98567.0
0.18260717391967773,24.0, 98564, 232.699787738, 98567.0
0.18371009826660156,24.0, 98564, 232.699787738, 98567.0
0.1850900650024414,24.0, 98564, 232.699787738, 98567.0
0.18650007247924805,24.0, 98564, 232.699787738, 98567.0
0.18757915496826172,24.0, 98564, 232.699787738, 98567.0
0.18900012969970703,24.0, 98564, 232.699787738, 98567.0
0.190108060836792,24.0, 98564, 232.699787738, 98567.0
0.19098806381225586,24.0, 98564, 232.699787738, 98567.0
0.19205904006958008,24.0, 98564, 232.699787738, 98567.0
0.1931161880493164,24.0, 98564, 232.699787738, 98567.0
0.19427108764648438,24.0, 98564, 232.699787738, 98567.0
0.19533419609069824,24.0, 98564, 232.699787738, 98567.0
0.19649410247802734,24.0, 98564, 232.699787738, 98567.0
0.1977860927581787,24.0, 98564, 232.699787738, 98567.0
0.19883513450622559,24.0, 98564, 232.699787738, 98567.0
0.19979500770568848,24.0, 98564, 232.699787738, 98567.0
0.20101404190063477,24.0, 98564, 232.699787738, 98567.0
0.20257115364074707,24.0, 98564, 232.699787738, 98567.0
0.20453214645385742,24.0, 98564, 232.699787738, 98567.0
0.2065601348876953,24.0, 98564, 232.699787738, 98567.0
0.21097302436828613,24.0, 98564, 232.699787738, 98567.0
0.21409201622009277,24.0, 98564, 232.699787738, 98567.0
0.2162611484527588,24.0, 98564, 232.699787738, 98567.0
0.21887898445129395,24.0, 98564, 232.699787738, 98567.0
0.22093915939331055,24.0, 98564, 232.699787738, 98567.0
0.22242116928100586,24.0, 98564, 232.699787738, 98567.0
0.22406601905822754,24.0, 98564, 232.699787738, 98567.0
